SC_backup,BackupCat,backupDescrip
17705,"TERMINAL,LUG","LONG BARREL,DRILLED PALM,M12,CRIMP TYPE; FOR 185 SQ MM CU COND;MIN 64 MM LG BARREL;PACK OF 3; PACK WEIGHT 1.75 KG; U/W SC17672 & SC17692;"
17705,"TERMINAL,LUG","LONG BARREL,DRILLED PALM,M12,CRIMP TYPE; FOR 185 SQ MM CU COND;MIN 64 MM LG BARREL;PACK OF 3; PACK WEIGHT 1.75 KG; U/W SC17672 & SC17692;"
17706,"TERMINAL,LUG","LONG BARREL,DRILLED PALM,M12,CRIMP TYPE; FOR 240 SQ MM CU COND;MIN 80 MM LG BARREL;PACK OF 3; PACK WEIGHT 1.7 KG; U/W SC17676 & SC17696;"
17706,"TERMINAL,LUG","LONG BARREL,DRILLED PALM,M12,CRIMP TYPE; FOR 240 SQ MM CU COND;MIN 80 MM LG BARREL;PACK OF 3; PACK WEIGHT 1.7 KG; U/W SC17676 & SC17696;"
17708,"TERMINAL,LUG","LONG BARREL,DRILLED PALM,M12,CRIMP TYPE; FOR 300 SQ MM CU COND;MIN 90 MM LG BARREL;PACK OF 3;PACK WEIGHT 2.KG; SC17676 & SC17696;"
17708,"TERMINAL,LUG","LONG BARREL,DRILLED PALM,M12,CRIMP TYPE; FOR 300 SQ MM CU COND;MIN 90 MM LG BARREL;PACK OF 3;PACK WEIGHT 2.KG; SC17676 & SC17696;"
17709,"TERMINAL,LUG","LONG BARREL,DRILLED PALM,M12,CRIMP TYPE; FOR 400 SQ MM CU COND;MIN 100 MM LG BARREL;PACK OF 3; PACK WEIGHT 0.38 KG; U/W SC17689 & SC17699;"
17709,"TERMINAL,LUG","LONG BARREL,DRILLED PALM,M12,CRIMP TYPE; FOR 400 SQ MM CU COND;MIN 100 MM LG BARREL;PACK OF 3; PACK WEIGHT 0.38 KG; U/W SC17689 & SC17699;"
17709,"TERMINAL,LUG","LONG BARREL,DRILLED PALM,M12,CRIMP TYPE; FOR 400 SQ MM CU COND;MIN 100 MM LG BARREL;PACK OF 3; PACK WEIGHT 0.38 KG; U/W SC17689 & SC17699;"
17711,"JOINT,ELECTRICAL POWER CABLE","LV;HEATSHRINK;STRAIGHT JOINT;TO SUIT 240 SQ MM 4 CORE OR 3 CORE NS XLPE CABLE TO 240 SQ MM 4 CORE XLPE CABLE; C/W FERRULES;PACK OF 1,PACK WEIGHT"
17714,"JOINT,ELECTRICAL POWER CABLE","LV;HEATSHRINK;PARALLEL BRANCH (SERVICE) JOINT;750 MM LG;REINFORCED WRAP AROUND SLEEVE;TO SUIT 3.5 CORE PLY CABLE,70-185 SQ MM CU COND;4-70 SQ MM TEE;C/W RING"
17715,"JOINT,ELECTRICAL POWER CABLE","LV, Heatshrink, Service Tee Joint, Suit 4 Core 120-240mm2 XLPE Insulated Main Cable to 4 Core 16 - 70mm2 XLPE Insulated Service Cable"
17718,"CLEVIS,TONGUE","STEEL,FORGED;GALV,HOT DIPPED;120 KN; Y TONGUE;C/W CLEVIS PIN & HUMPBACK SPLIT PIN (HP/A);BAGS OF 10;PROJECT USAGE; "
17727,CIRCUIT BREAKER,OUTDOOR;ALSTOM OX 36;36 KV;3 PHASE; 2000 AMP;25 KA BKG CAP;110 V DC SPRING CHRG MOTOR & CONTROL (TRIP & CLOSE); AS2006;
17728,CIRCUIT BREAKER,OUTDOOR;ALSTOM OX36;36 KV;3 PHASE; 1250 AMP;25 KA BKG CAP;110 V DC SPRING CHRG MOTOR & CONTROL (TRIP & CLOSE); AS2006;
17729,CIRCUIT BREAKER,OUTDOOR;ALSTOM OX36;36 KV;3 PHASE; 2000 AMP;25 KA BKG CAP;240 V AC SPRING CHRG MOTOR;110 V DC CONTROL (TRIP & CLOSE);AS2006;
17730,"RING,DISCONNECT UNIT","12 KV;3 PHASE;1 TEE-OFF;100 AMP NORM CURR;BUSBAR ASSEMBLY;400 AMP RATED CURR; AIR INSULATED;TO SUIT NEW FRONT ENTRY PMT;ABB FUSEBOARD,NO FAULT OR LOAD MAKE/"
17731,SIGN,"LEGEND-AUTHORISED CONTRACTOR WORKING WITH ENERGEX (LOGO);MAGNETIC RUBBER; RETROREFLECTIVE;325 MM LG,210 MM W;FOR SAFETREE SIGN REFER STOCK CODE 17732;"
17732,SIGN,"LEGEND-SAFETREE;MAGNETIC RUBBER; RETROREFLECTIVE;210 MM LG,185 MM W; U/W STOCK CODE 17731;PACK OF 100,PACK WEIGHT 2 KG;ISSUE AS PAIR;"
17732,SIGN,"LEGEND-SAFETREE;MAGNETIC RUBBER; RETROREFLECTIVE;210 MM LG,185 MM W; U/W STOCK CODE 17731;PACK OF 100,PACK WEIGHT 2 KG;ISSUE AS PAIR;"
17733,"CLAMP,TERMINAL,ELECTRICAL CONNECTOR",INSULATION PIERCING;COPPER;6-50 SQ MM INSULATED;2 TAP;SUBMERSIBLE MULTIPLE SERVICE;1 PC TO LVABC;2 TAPS;2 SHEARHEAD BOLTS;PACK OF 12;NOTE:-THESE ITEMS ARE
17734,"CLAMP,TERMINAL,ELECTRICAL CONNECTOR",INSULATION PIERCING;COPPER;6-50 SQ MM INSULATED;4 TAP;SUBMERSIBLE MULTIPLE SERVICE;4 TAPS;4 SHEARHEAD BOLTS;PACK OF PACK OF 6;NOTE:-THESE ITEMS ARE ONLY TO
17736,"PIT,UTILITY","BLACK PLASTIC;320 MM W,530 MM D;5 KG;FOR CONCRETE LID REFER STOCK CODE 24074; PACK OF 10; "
17737,"JOINT,ELECTRICAL POWER CABLE","LV;SERVICE TEE JOINT;4 CORE XLPE CABLE 185 SQ MM AL,UP TO 2 X 16 SQ MM CU;RING TYPE INSULATION PIERCING CONNECTION;C/W MOULD & RESIN;SHELF LIFE = 2 YEARS;"
17737,"JOINT,ELECTRICAL POWER CABLE","LV;SERVICE TEE JOINT;4 CORE XLPE CABLE 185 SQ MM AL,UP TO 2 X 16 SQ MM CU;RING TYPE INSULATION PIERCING CONNECTION;C/W MOULD & RESIN;SHELF LIFE = 2 YEARS;"
17738,"JOINT,ELECTRICAL POWER CABLE","LV,PARALLEL BRANCH MAINS JOINT;TO SUIT 4 CORE,185 SQ MM AL SOILD XLPE CABLE;C/W CONNECTORS &  2 BUCKETS OF RESIN & 1 BOX OF FITTINGS;PACK OF 3;SHELF LIFE=2 YEARS"
17738,"JOINT,ELECTRICAL POWER CABLE","LV,PARALLEL BRANCH MAINS JOINT;TO SUIT 4 CORE,185 SQ MM AL SOILD XLPE CABLE;C/W CONNECTORS &  2 BUCKETS OF RESIN & 1 BOX OF FITTINGS;PACK OF 3;SHELF LIFE=2 YEARS"
17739,"FUSEHOLDER,BASE & CARRIER","415V, 100A, Service Fuse, Back Wired, 100 x 44 x 90mm, 35mm2 Double Clear Terminal, suit Ferrule Cartridge 22.2mm, 57mm Lg, Contactors & Blades lightly"
17740,"TERMINAL STRIP,INSULATED","5 HOLE METER LINK;NEUTRAL;REAR WIRING; 500 V,110 AMP;  "
17741,"CABLE,POWER,ELECTRICAL",0.6/1 KV;185 SQ MM;SOLID SECTOR; ALUMINIUM CONDUCTOR;4 CORE XLPE INSULATED;REFER STOCK CODE 17745 FOR LUG ;
17742,"CABLE,POWER,ELECTRICAL",0.6/1 KV;16 SQ MM;SOLID SECTOR;COPPER CONDUCTOR;2 CORE;XLPE INSULATED;MAINLY USED FOR STREET LIGHTING; 
17744,"CONNECTOR,ELEC,PARALLEL COMPRESSION","COMPRESSION TYPE ""C"" CONNECTOR;16 SQ MM;   "
17745,"TERMINAL,LUG","DRILLED PALM,ALUMINIUM,CRIMP TYPE;FOR 185 SQ MM SOLID CONDUCTOR;12 MM PALM HOLE;PRE-FILLED WITH JOINTING COMPOUND; REFER STOCK CODE 17741 FOR CABLE;PACK OF"
17745,"TERMINAL,LUG","DRILLED PALM,ALUMINIUM,CRIMP TYPE;FOR 185 SQ MM SOLID CONDUCTOR;12 MM PALM HOLE;PRE-FILLED WITH JOINTING COMPOUND; REFER STOCK CODE 17741 FOR CABLE;PACK OF"
17745,"TERMINAL,LUG","DRILLED PALM,ALUMINIUM,CRIMP TYPE;FOR 185 SQ MM SOLID CONDUCTOR;12 MM PALM HOLE;PRE-FILLED WITH JOINTING COMPOUND; REFER STOCK CODE 17741 FOR CABLE;PACK OF"
17745,"TERMINAL,LUG","DRILLED PALM,ALUMINIUM,CRIMP TYPE;FOR 185 SQ MM SOLID CONDUCTOR;12 MM PALM HOLE;PRE-FILLED WITH JOINTING COMPOUND; REFER STOCK CODE 17741 FOR CABLE;PACK OF"
17746,END CAP,"HEATSHRINK CAP;FOR SEALING END OF INDIVIDUAL CORES OF 16 SQ MM,4 CORE CABLE ONLY;100 PER BAG, 800 PER BOX "
17746,END CAP,"HEATSHRINK CAP;FOR SEALING END OF INDIVIDUAL CORES OF 16 SQ MM,4 CORE CABLE ONLY;100 PER BAG, 800 PER BOX "
17755,"ENCLOSURE,ELECTRICAL BOX","FOR STREET LIGHT,C/W APPROVED 63 AMP 4P CONTACTOR;10 AMP CIRCUIT BREAKER & END CLAMP;PACK OF 1,PACK WEIGHT 1 KG; "
17756,"MODEM,FIBRE OPTIC",SYNCHRONOUS;FIBRE OPTIC;SINGLE CORE; RS232;  
17758,"TERMINATION,ELECTRICAL POWER CABLE.",11 KV;OUTDOOR TERMINATION;3 PHASE;FOR 95 SQ MM ALUMINIUM XLPE CONDUCTOR; COLD SHRINK;800 MM LG; 
17759,"TERMINATION,ELECTRICAL POWER CABLE.",11 KV;OUTDOOR TERMINATION;3 PHASE;FOR 240 SQ MM ALUMINIUM XLPE CONDUCTOR; COLD SHRINK;800 MM LG; 
17760,"TERMINATION,ELECTRICAL POWER CABLE.",11 KV;PRESSURE RESISTANT OUTDOOR TERMINATION;3 PHASE;FOR 25 SQ MM COPPER CONDUCTOR SCREENED PLYSWS;COLD SHRINK; 800 MM LG;
17762,"TERMINATION,ELECTRICAL POWER CABLE.",11 KV;PRESSURE RESISTANT OUTDOOR TERMINATION;3 PHASE;FOR 240 SQ MM & 300 SQ MM COPPER & ALUMINIUM CONDUCTOR SCREENED PLYSWS;COLD SHRINK;800 MM LG;
17765,"SCREW,TAPPING,THREAD CUTTING",CHIP BOARD SCREW;GALVANISED;PHILLIPS DRIVE;8 G X 32 MM LG;  
17767,"RELAY,OVERCURRENT AND EARTH FAULT",SEL 351;110 V DC;PACK OF 1;   
17769,"FERRULE,ELECTRICAL CONDUCTOR",CRIMP TYPE;COPPER;70 SQ MM CU PLY TO 70 SQ MM CU PLY LV;C/W CENTRE DIMPLE;PACK OF 4;U/W STOCK CODE 16456;CONTAINS 3 X 70 SQ MM & 1 X 35 SQ MM FERRULES;
17769,"FERRULE,ELECTRICAL CONDUCTOR",CRIMP TYPE;COPPER;70 SQ MM CU PLY TO 70 SQ MM CU PLY LV;C/W CENTRE DIMPLE;PACK OF 4;U/W STOCK CODE 16456;CONTAINS 3 X 70 SQ MM & 1 X 35 SQ MM FERRULES;
17769,"FERRULE,ELECTRICAL CONDUCTOR",CRIMP TYPE;COPPER;70 SQ MM CU PLY TO 70 SQ MM CU PLY LV;C/W CENTRE DIMPLE;PACK OF 4;U/W STOCK CODE 16456;CONTAINS 3 X 70 SQ MM & 1 X 35 SQ MM FERRULES;
17770,"FERRULE,ELECTRICAL CONDUCTOR",CRIMP TYPE;COPPER;70 SQ MM CU PLYLV TO 185 SQ MM PLYLV;C/W CENTRE BARRIER;PACK OF 4;U/W STOCK CODE 16456;CONTAINS 3 X 70/185 FERRULES & 1 X 35/95 SQ MM
17771,"FERRULE,ELECTRICAL CONDUCTOR",CRIMP TYPE;COPPER;.25 IN SQ CU PLYLV TO 185 SQ MM CU PLYLV;C/W CENTRE BARRIER; PACK OF 1;U/W STOCK CODE 16456;CONTAINS 1 X 95/95 FERRULES 3 X 161/185 FERRULES;
17771,"FERRULE,ELECTRICAL CONDUCTOR",CRIMP TYPE;COPPER;.25 IN SQ CU PLYLV TO 185 SQ MM CU PLYLV;C/W CENTRE BARRIER; PACK OF 1;U/W STOCK CODE 16456;CONTAINS 1 X 95/95 FERRULES 3 X 161/185 FERRULES;
17772,"FERRULE,ELECTRICAL CONDUCTOR",CRIMP TYPE;COPPER;185 SQ MM CU PLYLV TO 185 SQ MM CU PLYLV;C/W CENTRE DIMPLE; PACK OF 1;U/W STOCK CODE 16456;CONTAINS 3 X 185 FERRULES & 1 X 95 FERRULE;
17772,"FERRULE,ELECTRICAL CONDUCTOR",CRIMP TYPE;COPPER;185 SQ MM CU PLYLV TO 185 SQ MM CU PLYLV;C/W CENTRE DIMPLE; PACK OF 1;U/W STOCK CODE 16456;CONTAINS 3 X 185 FERRULES & 1 X 95 FERRULE;
17772,"FERRULE,ELECTRICAL CONDUCTOR",CRIMP TYPE;COPPER;185 SQ MM CU PLYLV TO 185 SQ MM CU PLYLV;C/W CENTRE DIMPLE; PACK OF 1;U/W STOCK CODE 16456;CONTAINS 3 X 185 FERRULES & 1 X 95 FERRULE;
17774,"JOINT,ELECTRICAL POWER CABLE","LV;TO SUIT 185/300 SQ MM PLY CABLE & 4 CORE 120/240 SQ MM AL XLPE CABLE; HEATSHRINK TRANSITION JOINT,1250 MM LG; REINFORCED WRAP AROUND SLEEVE;"
17779,"BATTERY,MONITOR SYSTEM","20-150V DC, 110mA Nom, 55A Nom @110V, 48A @48V, 50A @30V, 400ms, 2.5kV for 1 Min, 96 x 96mm, 150mm D, w/o Comms "
17779,"BATTERY,MONITOR SYSTEM","20-150V DC, 110mA Nom, 55A Nom @110V, 48A @48V, 50A @30V, 400ms, 2.5kV for 1 Min, 96 x 96mm, 150mm D, w/o Comms "
17781,"SEAL,ANTIPILFERAGE","POLYPROPYLENE;10.5 MM WIDE,10.5 MM LONG, 3.5 MM THICK;RED IN COLOUR;BAG OF 1000;  "
17782,"TRANSFORMER,POWER",110/33/11 KV;120 MVA;3 PHASE;GROUND MTG; BSH HV 180 LV AIR;MINERAL OIL INSULATED; ODAF;YNYN OD 11;AS2374;ATTACHED RADIATORS;REFER PLANET FOR MORE DETAILS;
17783,"TRANSFORMER,POWER",110/33/11 KV;120 MVA;3 PHASE;GROUND MTG; BSH HV 180 LV AIR;MINERAL OIL INSULATED; ODAF;YNYN OD 11;AS2374;FREE STANDING RADIATORS;REFER PLANET FOR MORE DETAILS;
17784,"INSULATION SLEEVING,ELECTRICAL","RAYSULATE ETHYLENE-PROPYLENE POLYMER; HEATSHRINKABLE;50 MM MIN ID EXP,20 MM MIN MAX ID RECOVERED;2.5 MM MIN THK RECOVERED;15 M ROLLPACK WEIGHT 7 KG;"
17785,SIGN,"ATTENTION EQUIPMENT AT RISK;PLASTIC; ACCESS RESTRICTIONS APPLY AT SITE; RETROFLECTIVE,SCREEN PRINTED; PACK OF 1;"
17785,SIGN,"ATTENTION EQUIPMENT AT RISK;PLASTIC; ACCESS RESTRICTIONS APPLY AT SITE; RETROFLECTIVE,SCREEN PRINTED; PACK OF 1;"
17787,"STRAINER,WASTE DRAIN",CAST ALUMINIUM;330 MM X 330 MM;TO SUIT STOCK CODE 15544;  
17788,"RELAY,OVERCURRENT AND EARTH FAULT",SEL 351;110 V DC;VERTICAL MOUNT; PACK OF 1;  
17789,"CORD,ELECTRICAL","300 MM LG,TERMINATED AT EACH END WITH 9 PIN & 25 PIN CONNECTOR;FOR SEL 351 RELAY TO OSD136 MODEM,AS PER SPEC; "
17791,EARTHING EQUIPMENT,PORTABLE;OUTDOOR;TRANSMISSION TOWER; 110-132 KV;SINGLE PHASE EARTH;C/W BAYONET STYLE PHASE CLAMP;2-30 MM RANGE; CU LEAD 5 M X 50 SQ MM;RATING OUTDOOR
17791,EARTHING EQUIPMENT,PORTABLE;OUTDOOR;TRANSMISSION TOWER; 110-132 KV;SINGLE PHASE EARTH;C/W BAYONET STYLE PHASE CLAMP;2-30 MM RANGE; CU LEAD 5 M X 50 SQ MM;RATING OUTDOOR
17791,EARTHING EQUIPMENT,PORTABLE;OUTDOOR;TRANSMISSION TOWER; 110-132 KV;SINGLE PHASE EARTH;C/W BAYONET STYLE PHASE CLAMP;2-30 MM RANGE; CU LEAD 5 M X 50 SQ MM;RATING OUTDOOR
17792,"RELAY,ELECTROMAGNETIC",110 V DC COIL;10 NO SR CONT;1 HR FLAG; SIZE 2 MODULAR CASE;IEC 255;  
17793,"CLAMP,ELEC CONDUCTOR,STRAIN","ABC CABLE;FULLY SUPPORTED;2 X 10-35 SQ MM;""SAFE LOAD UP TO 2.25 KN""; PACK OF 25,PACK WEIGHT13.5 KG; "
17793,"CLAMP,ELEC CONDUCTOR,STRAIN","ABC CABLE;FULLY SUPPORTED;2 X 10-35 SQ MM;""SAFE LOAD UP TO 2.25 KN""; PACK OF 25,PACK WEIGHT13.5 KG; "
17793,"CLAMP,ELEC CONDUCTOR,STRAIN","ABC CABLE;FULLY SUPPORTED;2 X 10-35 SQ MM;""SAFE LOAD UP TO 2.25 KN""; PACK OF 25,PACK WEIGHT13.5 KG; "
17794,"CLAMP,ELEC CONDUCTOR,STRAIN","ABC CABLE;FULLY SUPPORTED;4 X 10-35 SQ MM;""SAFE LOAD UP TO 2.25 KN""; PACK OF 25,PACK WEIGHT 13.5 KG; "
17794,"CLAMP,ELEC CONDUCTOR,STRAIN","ABC CABLE;FULLY SUPPORTED;4 X 10-35 SQ MM;""SAFE LOAD UP TO 2.25 KN""; PACK OF 25,PACK WEIGHT 13.5 KG; "
17794,"CLAMP,ELEC CONDUCTOR,STRAIN","ABC CABLE;FULLY SUPPORTED;4 X 10-35 SQ MM;""SAFE LOAD UP TO 2.25 KN""; PACK OF 25,PACK WEIGHT 13.5 KG; "
17795,CAPACITOR SHUNT INSTALLATION.,12 KV;3 PHASE;50 HZ;5.4 MVAR@11.5 KV; CUBICLE OUTDOOR;C/W FIXED CIRCUIT BREAKER;C/W AF BLOCKING FILTER & 0.120 MILLI INRUSH LIMITING REACTORS;110 DC
17796,CAPACITOR SHUNT INSTALLATION.,"12 KV;3 PHASE;50 HZ;5.4 MVAR@11.5 KV; CUBICLE OUTDOOR;C/W FIXED CIRCUIT BREAKER;C/W RELAY PROTECTION;110 V DC, C/W AF BLOCKING FILTER,NO INRUSH REACTOR"
17799,"TIE,CONDUCTOR","SPIRAL;PVC,HIGH IMPACT,UV RESISTANT; 18.3 MM TO 22.4 MM DIA,CCT CONDUCTOR; ATTACHMENT TO INTERMEDIATE STRUCTURES; SIDE TIE;PACK OF 20,PACK WEIGHT 8 KG;"
17799,"TIE,CONDUCTOR","SPIRAL;PVC,HIGH IMPACT,UV RESISTANT; 18.3 MM TO 22.4 MM DIA,CCT CONDUCTOR; ATTACHMENT TO INTERMEDIATE STRUCTURES; SIDE TIE;PACK OF 20,PACK WEIGHT 8 KG;"
17799,"TIE,CONDUCTOR","SPIRAL;PVC,HIGH IMPACT,UV RESISTANT; 18.3 MM TO 22.4 MM DIA,CCT CONDUCTOR; ATTACHMENT TO INTERMEDIATE STRUCTURES; SIDE TIE;PACK OF 20,PACK WEIGHT 8 KG;"
17800,"KIT,LIGHTNING OVERVOLTAGE","SURGE ARRESTER VARIGAP;FOR 11 KV,80-120 SQ MM CCT;CONDUCTOR STRAIN/TERMINATION STRUCTURE;CONSISTING OF SURGE ARRESTER, C/W EARTH LEAD DISCONNECT;2 X 10 SQ MM"
17802,"GRIP,CABLE,JAW",PARALLEL JAWS;FOR CCT CONDUCTOR SIZE 20.6 TO 28.7 MM DIA;WEIGHT 5.9 KN;PACK OF 1;PACK WEIGHT 2.1 KG; 
17803,"TIE,CONDUCTOR","SPIRAL;PVC,HIGH IMPACT,UV RESISTANT; 18.3 MM TO 22.4 MM DIA,CCT CONDUCTOR; ATTACHMENT TO INTERMEDIATE STRUCTURES, TOP TIE;PACK OF 40,PACK WEIGHT 8 KG;"
17803,"TIE,CONDUCTOR","SPIRAL;PVC,HIGH IMPACT,UV RESISTANT; 18.3 MM TO 22.4 MM DIA,CCT CONDUCTOR; ATTACHMENT TO INTERMEDIATE STRUCTURES, TOP TIE;PACK OF 40,PACK WEIGHT 8 KG;"
17803,"TIE,CONDUCTOR","SPIRAL;PVC,HIGH IMPACT,UV RESISTANT; 18.3 MM TO 22.4 MM DIA,CCT CONDUCTOR; ATTACHMENT TO INTERMEDIATE STRUCTURES, TOP TIE;PACK OF 40,PACK WEIGHT 8 KG;"
17804,"KIT,LIGHTNING OVERVOLTAGE","SURGE ARRESTER VARIGAP;FOR 11 KV,80-120 SQ MM CCT;CONDUCTOR INTERMEDIATE STRUCTURE;CONSISTING OF SURGE ARRESTER, C/W EARTH LEAD DISCONNECT,2 X 10 SQ MM"
17814,"JOINT,ELECTRICAL POWER CABLE",11 KV;FILLED HEATSHRINK TRANSITION JOINT ;FROM 120 SQ MM AL PLY CABLE TO 240 SQ MM AL XLPE CABLE;C/W CONNECTORS; 
17815,"TUBE,METALLIC",BUSBAR;ALUMINIUM GDE 6101-T6; ROUND CROSS-SECTION SHAPE;10 M LG; 100 MM OD;4 MM WALL THK;MILL FINISH; 
17817,"RELAY,OVERCURRENT AND EARTH FAULT",SEL 351;30 V DC;HORIZONTAL MOUNT; PACK OF 1;  
17818,"RELAY,OVERCURRENT AND EARTH FAULT",SEL 351;30 V DC;VERTICAL MOUNT; PACK OF 1;  
17819,"CUBICLE,ELECTRICAL EQUIPMENT.","36/12 KV;3 PHASE;800 AMP;50 HZ;O/D CUBICLE;MODULAR SUBSTN TRANSITION KIOSK;C/W STD KIOSK CONNECTIONS;36 KV SIDE,70 KV RMS;170 KV BIL;SH TIME CURR"
17820,"CUBICLE,ELECTRICAL EQUIPMENT.","36/12 KV;3 PHASE;800 AMP;50 HZ;O/D CUBICLE;MODULAR SUBSTN TRANSITION KIOSK;C/W NON-STD KIOSK CONNECTION;36 KV SIDE,70 KV RMS;170 KV BIL;SH TIME CURR"
17821,"CUBICLE,ELECTRICAL EQUIPMENT.",36 KV;3 PHASE; 800 AMP; FUSE UNIT;50 HZ; O/D CUBICLE;MODULAR SUBSTN TRANSITION KIOSK;C/W NON-STD KIOSK CONNECTIONS; 36 KV ONLY;70 KV RMS;170 KV BIL;SH TIME
17825,SEALING COMPOUND,SILICONE BASE;WHITE;PAINTABLE 3 IN 1; CARTON OF 12;  
17825,SEALING COMPOUND,SILICONE BASE;WHITE;PAINTABLE 3 IN 1; CARTON OF 12;  
17825,SEALING COMPOUND,SILICONE BASE;WHITE;PAINTABLE 3 IN 1; CARTON OF 12;  
17825,SEALING COMPOUND,SILICONE BASE;WHITE;PAINTABLE 3 IN 1; CARTON OF 12;  
17827,"CABLE,FIBRE OPTIC","12 FIBRE SINGLE MODE SM ADSS LOOSE TUBE CABLE;OD 12.8 MM;150 M SPAN;100 KM/ HR WIND SPEED WITH SACRIFICIAL OUTER SHEATH; DRUM SIZE 6000 M,DRUM DIA"
17829,"CABLE,FIBRE OPTIC",24 FIBRE SINGLE MODE TERMITE & RODENT PROTECTION CABLE;UNDERGROUND;DRUM SIZE 2000 M; 
17829,"CABLE,FIBRE OPTIC",24 FIBRE SINGLE MODE TERMITE & RODENT PROTECTION CABLE;UNDERGROUND;DRUM SIZE 2000 M; 
17830,"CABLE,FIBRE OPTIC","16 OPTICAL FIBRE (12 SM + 4 MM) TERMITE & RODENT PROTECTION CABLE;SUITABLE FOR DUCT AND DIRECT BURIED APPLICATIONS; DRUM SIZE 1300 M,DRUM WEIGHT 110 KG;"
17830,"CABLE,FIBRE OPTIC","16 OPTICAL FIBRE (12 SM + 4 MM) TERMITE & RODENT PROTECTION CABLE;SUITABLE FOR DUCT AND DIRECT BURIED APPLICATIONS; DRUM SIZE 1300 M,DRUM WEIGHT 110 KG;"
17830,"CABLE,FIBRE OPTIC","16 OPTICAL FIBRE (12 SM + 4 MM) TERMITE & RODENT PROTECTION CABLE;SUITABLE FOR DUCT AND DIRECT BURIED APPLICATIONS; DRUM SIZE 1300 M,DRUM WEIGHT 110 KG;"
17831,"CUSHION KIT,DOWNLEAD",FOR CONCRETE POLES;TO SUIT 14.4 - 16.6 MM;FIBRE ALIGN DOWNLOAD CUSHION KIT;  
17831,"CUSHION KIT,DOWNLEAD",FOR CONCRETE POLES;TO SUIT 14.4 - 16.6 MM;FIBRE ALIGN DOWNLOAD CUSHION KIT;  
17832,"STUD,NUT","M16;360 MM LG O/A,THREAD LENGTHS 160/ 60 MM;C/W  2 X 50 SQ MM GALV WASHERS & 2 S/S HEX NUTS;S/S SUPPORT STUD;U/W DIELECTRIC SUPPORT CLAMP SC17425; BAG 20"
17833,SUPPORT,"USED AS DIELECTRIC SUPPORT FOR STRINGING FIBRE OPTIC CABLE;14.0 - 14.99 MM OD, INCLUDES SUPPORT CUSHIONS & M8 FASTENERS ;"
17836,"CABLE,FIBRE OPTIC","8 FIBRE MULTIMODE 62.5U/12S/UM;OVERHEAD ADSS LOOSE TUBE CABLE;12.8 MM OD;150 M SPAN; WITH SACRIFICIAL OUTER SHEATH; DRUM SIZE 2000 M,DRUM DIA 1200/600/740,"
17836,"CABLE,FIBRE OPTIC","8 FIBRE MULTIMODE 62.5U/12S/UM;OVERHEAD ADSS LOOSE TUBE CABLE;12.8 MM OD;150 M SPAN; WITH SACRIFICIAL OUTER SHEATH; DRUM SIZE 2000 M,DRUM DIA 1200/600/740,"
17836,"CABLE,FIBRE OPTIC","8 FIBRE MULTIMODE 62.5U/12S/UM;OVERHEAD ADSS LOOSE TUBE CABLE;12.8 MM OD;150 M SPAN; WITH SACRIFICIAL OUTER SHEATH; DRUM SIZE 2000 M,DRUM DIA 1200/600/740,"
17838,"CABLE,FIBRE OPTIC",18 FIBRE SINGLE MODE ADSS LOOSE TUBE CABLE;150 M SPAN;160 KM/HR WIND SPEED WITH SACRIFICIAL OUTER SHEATH; 
17839,"CABLE,FIBRE OPTIC",36 FIBRE SINGLE MODE TERMITE & RODENT PROTECTION CABLE;FOR DUCT & DIRECT BURIED APPLICATIONS;DRUM SIZE 2000 M; 
17840,"CABLE,FIBRE OPTIC",18 FIBRE SINGLE MODE TERMITE & RODENT PROTECTION CABLE;FOR DUCT & DIRECT BURIED APPLICATIONS;DRUM SIZE 2000 M; 
17841,"CABLE,FIBRE OPTIC",36 FIBRE SINGLE MODE ADSS LOOSE TUBE CABLE;150 M SPAN;160 KM/HR WIND SPEED WITH SACRIFICIAL SHEATH; 
17841,"CABLE,FIBRE OPTIC",36 FIBRE SINGLE MODE ADSS LOOSE TUBE CABLE;150 M SPAN;160 KM/HR WIND SPEED WITH SACRIFICIAL SHEATH; 
17844,"CONNECTOR,BUSBAR",25 MM OD TUBE RUN TO TAP 15-75 MM TO 20-25 MM DIA CABLE;PACK OF 1;  
17844,"CONNECTOR,BUSBAR",25 MM OD TUBE RUN TO TAP 15-75 MM TO 20-25 MM DIA CABLE;PACK OF 1;  
17845,"CONNECTOR,BUSBAR",38 MM OD TUBE RUN TO TAP 15-75 MM TO 20-25 MM DIA CABLE;PACK OF 1;  
17845,"CONNECTOR,BUSBAR",38 MM OD TUBE RUN TO TAP 15-75 MM TO 20-25 MM DIA CABLE;PACK OF 1;  
17846,"BRUSH,WIRE,SCRATCH","Conductor Cleaning Brush, V Type, S/Steel, Shotgun Stick Connection, Replaceable Brushes "
17847,"BRUSH,WIRE,SCRATCH","Replacement Brushes, S/Steel, for V Type Conductor Cleaning Brushes (Box of 10 = 5 Pairs) "
17847,"BRUSH,WIRE,SCRATCH","Replacement Brushes, S/Steel, for V Type Conductor Cleaning Brushes (Box of 10 = 5 Pairs) "
17847,"BRUSH,WIRE,SCRATCH","Replacement Brushes, S/Steel, for V Type Conductor Cleaning Brushes (Box of 10 = 5 Pairs) "
